NSN,rep_office,common_name,Description,Price,UI,AAC
7930014181152,General Products,Cleaner and Degreaser,Concentrated all purpose degreaser and cleaner is suitable for use in critical cleaning applications that require clean rinsing and fragrance/colorfree solutions. 36month maximum shelf life (extendable).,59.64,BX,H
7930014181155,General Products,Cleaner and Degreaser,Concentrated all purpose degreaser and cleaner is suitable for use in critical cleaning applications that require clean rinsing and fragrance/colorfree solutions. 36month maximum shelf life (extendable).,327.88,DR,H
7930014181205,General Products,Cleaner and Degreaser,"Concentrated cleaner and stripper formulated to remove stubborn soil, grease, wax and floor finishes. Use on concrete, air conditioning coils, drain covers, hood ducts, and machinery. 36month maximum shelf life (extendable).",63.76,BX,J
7930014181206,General Products,Cleaner and Degreaser,"Concentrated cleaner and stripper formulated to remove stubborn soil, grease, wax and floor finishes. Use on concrete, air conditioning coils, drain covers, hood ducts, and machinery. 36month maximum shelf life (extendable).",55.5,CN,H
7930014181227,General Products,Metal Polish,"Liquid metal polish is safe for use on brass, copper, chrome, silver, and bronze. 24month maximum shelf life (extendable).",44.85,BX,H
7930014181232,General Products,Floor Sealer,Water emulsion concrete sealer provides a tough durable high gloss shine while protecting both interior and exterior concrete surfaces. No acid etching of concrete is required. Dries in 30 minutes. 24month maximum shelf life (extendable).,24.63,CN,H
7930014181234,General Products,Oven Cleaner,"Heavy duty degreaser and cleaner for kitchen applications. Butyl free formula contains an inhibitor that will protect stainless steel from blackening when product is applied to hot surfaces. For use on ovens, grills, stove hoods, broilers, deep fat fryers",43.37,BX,H
7930014181239,General Products,Porcelain Cleaning Solution,"Gel formula provides 100% surface contact and eliminates drips and waste. It removes lime scale, rust, and mineral deposits from a wide range of surfaces. Use for deliming steam tables, coffee urns, steam kettles, bathrooms, shower stalls and hard to rea",65.11,BX,H
7930014181240,General Products,AllPurpose Cleaner,Quick drying freezer cleaner is capable of cleaning freezers at low temperatures without completely defrosting. Apply with a sponge or mop directly to the freezer compartment without damage to any of the freezer components. Reduces cleaning time and allow,96.06,BX,H
7930014181338,General Products,Degreasing Cleaner,"Cleaner and degreaser quickly dissolves and flushes away grease and dirt. May be applied with a brush or as a dip. Composed of a blend of quality, odorless solvents that are safe to use on all metals. Use as a light duty cleaner for fuel pumps, carburetor",331.29,DR,H
7930014181341,General Products,Degreasing Cleaner,"Cleaner and degreaser quickly dissolves and flushes away grease and dirt. May be applied with a brush or as a dip. Composed of a blend of quality, odorless solvents that are safe to use on all metals. Use as a light duty cleaner for fuel pumps, carburetor",1001.36,DR,H
7930014181343,General Products,Degreasing Cleaner,Quickly dissolve and flush away grease and dirt with this metal parts and tools solvent cleaner. Leaves a light oil film on parts to protect against rusting and corrosion. Minimum 170 degree flash point. 36month maximum shelf life (extendable).,530.24,DR,H
7930014181439,General Products,Laundry Destainer,"Solid oxygenbased destainer provides gentle, colorsafe stain removal. Ideal for shirt laundries and whites. Destains without chlorine. Effective in highalkaline environments. For use with Ecolab's Solid System III dispensing equipment. Solid oxygen bl",59.74,BX,H
7930014181442,General Products,Fabric Softener,Concentrated mixture of fabric softener and sour. Compatible with the Ecolab Solid System III Dispenser.  Two six (6) pound capsules per box. 24month maximum shelf life (extendable).,80.92,BX,H
7930014181451,General Products,Disinfectant,"Concentrated, nonacid, detergent/disinfectant for use on bath and bowl. Capable of removing heavy soils and is pleasantly scented. 36month maximum shelf life (extendable).",43.66,BX,H
7930014181476,General Products,Car Wash Detergent,"Car wash is a neutralpH formula car soap safe for polished finishes, metals, and the skin. It is a liquid concentrate designed to create suds that penetrate and loosen dirt and grease. Special sheeting action assures rapid, spotfree drying with no resid",69.29,CN,H
7930014181493,General Products,DisinfectantCleaner,"A phenolic based formula provides excellent disinfection and deodorization in one easy application. Kills disease and odor causing germs on tables, countertops, bathroom fixtures and other hard, nonporous environmental surfaces. 12month maximum shelf li",37.55,BX,H
7930014181507,General Products,Floor Cleaner,"A nonalkaline germicidal cleaner concentrate specially designed to clean and disinfect high gloss floors; neutral pH; no rinsing; and, leaves an appealing light citrus fragrance. 12month maximum shelf life (extendable).",50.48,BX,H
7930014181513,General Products,Degreaser,"Cuts heavy grease and soil quickly and completely on engines, mowers, shop machinery, condenser coils, tools and more. Ideal for degreasing concrete, asphalt driveways and equipment bays. This aqueousbased, readytouse degreaser contains no petroleum or",512.83,DR,H
7930014195178,General Products,Marker Board Towelettes,"Towelettes are designed to clean and restore white marker boards by removing ghosting, stubborn stains, shadowing and grease stains. Container has 50 premoistened 51/2 x 10"" sheets in a resealable popup container.",24.55,BX,H
7930014203593,General Products,Toilet Bowl Cleaner,"Multilevel waste management and odor control system for use in aircraft lavatories. Cleaner removes germs and deodorizes the tank, bowl and pump. Controls odors for up to 15 hours. Cleans recirculation pumps and filters, as well as flushes rings and bowl",843.71,DR,H
7930014230117,General Products,Cleaning Compound,"Nonaqueous, hydrocarbonbased solvent is designed to clean and degrease surfaces prior to applying adhesives. ODCfree pumpspray cleaner. 24month maximum shelf life (extendable).",105.24,BX,J
7930014231120,General Products,Antibacterial Towelettes,"Heavyduty hand cleaning towels leave hands clean and refreshed with no residue. Use to remove grease and oil, paint, dyes and other soils. Contains 60 premoistened, antibacterial sheets in a plastic container. 24month maximum shelf life (extendable).",65.23,BX,H
7930014231134,General Products,Cleaner and Degreaser,"Cleaner is a nontoxic, environmentally safe alternative for cleaning and degreasing. Quickly and easily removes oil, grease, and dirt from all washable surfaces. Nonabrasive, noncaustic, and phosphate free. Will not harm bacteria in sewage waste treatm",679.84,DR,H
7930014231145,General Products,Toilet Bowl and Bathroom Cleaner,"Wintergreen fragrance. Allpurpose bathroom cleaner contains blend of mineral acids, emulsifiers, detergents, and corrosion inhibitors to remove rust, scum, hard water deposits and stains. Fights odorcausing bacteria. For use on porcelain toilet bowl, si",89.5,BX,H
7930014231151,General Products,Brass Polish,"Metal polish cleans brass, chrome, stainless steel, copper, silver, gold, aluminum, magnesium, aluminum alloys, nickel, zinc, tin, bronze and pewter. Industrialstrength paste is guaranteed to protect against rust, tarnish, water stains for salt and fresh",172.79,BX,H
7930014231199,General Products,All Purpose Cleaner,"Heavyduty dlimonene based industrialsolvent cleaner, degreaser and deodorizer. Use to clean and degrease molds, dies, unpainted concreete floors, and industrial equipment. Effectively emulsifies tar and asphalt, as well as tape and decal residues. 36m",258.9,BX,H
7930014231253,General Products,Carpet and Room Deodorizer,"Readytouse, waterbased liquid deodorant can be used as a spacespray or surfacespray odor counteractact. Add to carpet cleaning solution to eliminate lingering odors in carpets. Effective on all types of odors produced by cigarette and cigar smoke, ur",84.16,BX,H
7930014231271,General Products,Bathroom Cleaner,"Disinfecting foam cleaner for use in bathrooms. Residual germicidal and fungicidal action inhibits growth of bacteria for up to 7 days. Contains a combination of detergents, emulsifiers, solvents, alkaline builders and ammonia for cleaning, polishing and ",98.8,BX,H
7930014231280,General Products,Cleaner and Degreaser,"Citrus based cleaner and degreaser.  Formulated to degrease molds, dies, and industrial equipment.  Emulsifies tar and asphalt, and removes industrial glues and protective coatings. Capable of removing scuffs and rubber tires marks. 36month maximum shelf",154.84,BX,H
7930014231281,General Products,Cleaner and Degreaser,"Citrus based cleaner and degreaser.  Formulated to degrease molds, dies, and industrial equipment.  Emulsifies tar and asphalt, and removes industrial glues and protective coatings. Capable of removing scuffs and rubber tires marks. 36month maximum shelf",248.22,CN,H
7930014231286,General Products,Cleaner And Degreaser,"Citrus based cleaner and degreaser.  Formulated to degrease molds, dies, and industrial equipment.  Emulsifies tar and asphalt, and removes industrial glues and protective coatings. Capable of removing scuffs and rubber tires marks. 24month maximum shelf",107.96,BX,H
7930014231292,General Products,Degreaser,"Cuts heavy grease and soil quickly and completely on engines, mowers, shop machinery, condenser coils, tools and more. Ideal for degreasing concrete, asphalt driveways and equipment bays. This aqueousbased, readytouse degreaser contains no petroleum or",85.03,CN,J
7930014266032,General Products,Nonbuffing Floor Finish,Ready to use spray buff for floor finishes. Repairs and removes black heel marks. Use with any speed machine. 77 perent biobased content. 24month maximum shelf life (extendable).,67.59,BX,H
7930014272317,General Products,Toilet Bowl Cleaner,"Nonacid, thick, clinging bathroom cleaner is capable of removing soap scum, body oils, grease, and stains from sinks, showers, tubs, toilets, urinals, tile, fiberglass and porcelain. Enclosed measuring cup provides the exact dilution ratio for a mop buck",49.93,BX,H
